Conference,YEAR,TYPE,ARCHITECTURE,TECHNOLOGY,AREA,SNDR_plot_dB,P_fsnyq_pJ,fin_hf_Hz,fsnyq_Hz,FOMW_hf_fJ__conv_step,FOMS_hf_dB,TITLE,ABSTRACT,AUTHORS,sndr_a,p_fs_pJ_a,sndr_b,p_fs_pJ_b,SNR_a,f_a,SNR_b,f_b,ff,Envelope_a,Envelope_b
ISSCC,2000,NQ,Folding,0.6,16,64,17000,25000000,50000000,13126.19344,138.6852108,"A 3.3V, 12b, 50Msample/s A/D converter in 0.6µm CMOS with over 80dB SFDR","Modern wireless base stations digitize the entire received frequency band, and separate individual channels with digital filters. This requires an A/D converter (ADC) with an effective resolution bandwidth of 20 MHz or more, and a spurious-free dynamic range (SFDR) greater than 85 dB to avoid confusion of a weak received channel with spurious tones. To date, only bipolar ADCs have met these specifications. This high-SFDR wideband ADC implemented in 0.6 ?m CMOS on a 3M1P epi substrate requires no trimming, calibration or dithering ","Hui Pan, Masahiro Segami, Michael Choi, Jing Cao, Fumitoshi Hatori, and Asad Abidi",,,,,,,,,316227.766,0.669364514,184.7621635
ISSCC,2000,NQ,Pipe,0.5,10.3,44.3,3130,40000000,80000000,23315.14168,126.3411998,An 8b 80Msample/s pipelined ADC with background calibration,"Conventional pipelined ADCs with redundancy and digital correction have linearity limited by the gain accuracy of the interstage amplifiers or the linearity of the D/A subconversions. With a fully differential 1.5 b/stage architecture, the D/A subconverters can in principle be inherently linear, and the main limitation stems from the interstage gain accuracy. Besides the error caused by finite-op-amp gain and capacitor mismatch, the linear portion of the incomplete op-amp settling can also be modeled as an interstage gain error. One way to compensate for interstage gain errors is to adjust the reference voltage from each stage to the next so that the ratio of the reference in one stage to the corresponding value in the previous stage is equal to 1+&epsi;, where &epsi; is the gain error between the stages. This pipelined ADC uses monolithic calibration to adjust the reference voltages of the first two stages in the background during normal ADC operation to compensate for gain errors in the first two interstage amplifiers. Calibration is potentially useful even at an 8b level because it allows the use of small capacitors and low op-amp gain, reducing power dissipation and the minimum required supply voltage and increasing the maximum speed in a given technology. The key contributions here are the use of background calibration to improve the linearity of a pipelined ADC and the implementation of these techniques with the ADC on one CMOS IC ",Jun Ming and Stephen H. Lewis,,,,,,,,,398107.1706,0.669364614,184.762039
ISSCC,2000,NQ,Pipe,0.5,10.8,73.1,36000,10000000,20000000,9748.707437,144.526675,A 14b 20MSample/s CMOS pipelined ADC,"The performance of high-resolution pipelined ADCs is limited by the residue amplifier gain and settling accuracy. In typical implementations, error sources are capacitor ratio mismatch, op-amp gain, and residue settling. All these affect ADC performance adversely, specifically in high-speed ADCs. Capacitor matching improves as capacitor size increases, but the trend is towards shrinking capacitor size for high-speed conversion. Many innovations to overcome this such as ratio-independent techniques are reported. Among them, capacitor error-averaging offers an advantage of achieving both INL and DNL improvements over that achievable by capacitor matching, but it requires three clock phases-one extra clock phase for averaging capacitor errors. In this work, the one extra clock phase is used advantageously for comparison ","Hsin-Shu Chen, Kantilal Bacrania, and Bang-Sup Song",,,,,,,,,501187.2336,0.669364773,184.7618418
ISSCC,2000,OS,SDSC,0.65,5.3436,89,118000,1250000,2500000,5122.091346,155.27088,A 2.5 MSample/s multi-bit ?? CMOS ADC with 95 dB SNR,"?? A/D converters combine high resolution and high speed. A significant improvement in performance is achieved by employing a multi-bit quantizer. However, the linearity requirements for the DAC in the feedback loop are severe. To relax these requirements, dynamic element matching (DEM) techniques such as data weighted averaging (DWA) are used, converting noise and distortion introduced by the non-ideal DAC into a noise shaped error. These DEM techniques require an additional digital block in the feedback loop of the converter to scramble the used unity elements in each clock period. The delay introduced in the feedback loop by this block imposes a limit on the maximum clock frequency of the converter. Here, implementation of the DWA algorithm is optimized for high-speed converters, resulting in a 2.5MSample/s 16b A/D converter in a 0.65 ?m CMOS technology operating at 60 MHz clock speed ","Geerts, Y.; Steyaert, M.; Sansen, W.",,,,,,,,,630957.3445,0.669365024,184.7615292
ISSCC,2000,OS,SDSC,0.5,26.24,84,108000,1250000,2500000,8337.08023,150.6554625,"A 90 dB SNR, 2.5 MHz output rate ADC using cascaded multibit ?? modulation at 8x oversampling ratio","This 16b, 2.5 MHz output rate ADC is intended for xDSL and high-speed instrumentation applications. A fourth-order cascaded ?? modulator (??M) operating at 20 MHz employs multibit quantization and dynamic element matching (DEM) to make all quantization noise contributions negligible at an oversampling ratio (OSR) of eight. The ADC achieves 90 dB signal-to-noise ratio (SNR) in a 1.25 MHz bandwidth, and 102 dB spurious free dynamic range (SFDR) with 270 mW dissipation","Fujimori, I.; Longo, L.; Hairapetian, A.; Seiyama, K.; Kosic, S.; Cao, J.; Shu-Iap Chan",,,,,,,,,794328.2347,0.669365423,184.761034
ISSCC,2000,OS,SDCT,0.35,0.6,77,25000,200000,400000,4320.809436,150.0103,A 10.7 MHz IF-to-baseband ?? A/D conversion system for AM/FM radio receivers,"This analog-to-digital converter digitizes a radio signal at a 10.7 MHz intermediate frequency (IF) using integrated quadrature mixing and ?? modulation. The paper shows a block diagram of a highly-integrated AM/FM radio receiver. The IF A/D conversion and digital filtering, demodulation and further signal processing can be integrated on a single CMOS IC. The radio front-end mixes both AM and FM signals to 10.7 MHz IF, so that the A/D conversion is shared. A single channel filter is used, selecting one 200 kHz FM channel. For AM, over 20 channels pass through this filter, resulting in high dynamic range of the IF signal. When the radio is tuned to a weak AM radio station, strong neighboring channels should not introduce disturbance of the weak signal. This multi-channel aspect for AM puts severe requirements on the automatic gain control (AGC) amplifier and A/D converter in terms of noise, intermodulation and crossmodulation distortion ","van der Zwan, E.; Philips, K.; Bastiaansen, C.",,,,,,,,,1000000,0.669366055,184.7602493
ISSCC,2000,OS,SDSC,0.25,2.8,70,27500,2000000,4000000,10641.25074,142.5963731,A two-path bandpass ?? modulator with extended noise shaping,The proliferation of communications applications stimulates interest in digitizing bandpass signals with bandwidths of several MHz at intermediate frequencies above 10 MHz. This multistage oversampling modulator combines lowpass and bandpass stages to achieve an extended dynamic range at low oversampling ratios. An experimental prototype of the architecture integrated in 0.25 ?m CMOS achieves 75 dB dynamic range for 2 MHz signal bandwidth at 16 MHz IF ,"Tabatabaei, A.; Kaviani, K.; Wooley, B.",,,,,,,,,1258925.412,0.669367057,184.7590063
ISSCC,2001,OS,SDSC,0.25,0.36,51,1350,5000000,10000000,4656.80896,136.6863624,"A 13.5mW, 185 MSample/s ??-modulator for UMTS/GSM dual-standard IF reception","To accommodate drastically different symbol rates, signal bandwidth and SNR requirements between WCDMA and GSM, the IF frequency, sample-rate and converter architecture are optimized for a dual-standard ?? modulator. In the system and circuit design, attention is given to low power consumption to achieve 13.5 mW at 18 MSample/s. Measured dynamic range is 53 dB for WCDMA and 84 dB for GSM ","Burger, T.; Qiuting Hueng",,,,,,,,,1584893.192,0.669368645,184.7570376
ISSCC,2001,OS,SDSC,0.35 BiCMOS,0.4,84,13200,189000,378000,1021.100361,159.774918,A 5 mW ?? modulator with 84 dB dynamic range for GSM/EDGE,A ?? modulator in 0.35 ?m technology for GSM/EDGE applications has 13 MHz clock. Frequency is 13 MHz. The modulator achieves 84 dB dynamic range and 82 dB peak SNDR over 180 kHz bandwidth. Power dissipation is 5 mW from 1.8/2.4 V supplies. Active area is 0.4 mm 2,"Oliaei, O.; Clement, P.; Gorisse, P.",,,,,,,,,1995262.315,0.669371161,184.7539211
ISSCC,2001,OS,SDSC,0.5,,87,37500,2000000,4000000,2049.304742,158.2493874,A 2.5 V broadband multi-bit ?? modulator with 95 dB dynamic range,"A cascaded multi-bit ?? modulator uses double sampling to achieve a conversion rate of at least 4 MSample/s at an oversampling ratio of 16. Partitioned data-weighted averaging extends the dynamic range to 95 dB. The circuit, integrated in 0.5 ?m CMOS, dissipates 150 mW from a 2.5 V supply ","Vleugels, K.; Rabii, S.; Wooley, B.A.",,,,,,,,,2511886.432,0.669375149,184.748991
ISSCC,2001,NQ,Flash,0.35,0.8,35,419,650000000,1300000000,9126.14839,125.7651685,A 6b 1.3Gsample/s A/D converter in 0.35µm CMOS,"Summary form only given. Using array averaging and a wideband track-and-hold, a 6 b flash ADC achieves better than 5.5 effective bits for input frequencies to 600 MHz at 1 GSample/s, and 5 effective bits for 650 MHz input at 1.3 GSample/s. It consumes 500 mW from 3.3 V and occupies 0.8 mm2 in 0.35 ?m CMOS","Michael Choi and Asad A. Abidi, ",,,,,,,,,3162277.66,0.66938147,184.7412001
ISSCC,2001,NQ,Flash,0.35,0.35,35.8,273,550000000,1100000000,5431.36631,128.4054143,A 6b 1.1Gsample/s CMOS A/D converter,Summary form only given. High-speed ADCs are key elements in the read channel of optical and magnetic data storage systems. The required resolution is about 6 b while the sampling rate (Fs) and effective resolution bandwidth (ERBW) requirements increase with each generation of storage system. Sample rates up to 800 MSample/s have been reported with ERBW=200 MHz. The ADC presented here achieves a maximum sample rate of 1.1 GSample/s and an EBBW of 450 MHz. This result is obtained with full flash interpolating/averaging architecture with distributed track-and-hold (T/H) in a standard 0.35 ?m single-poly five-metal 3.3 V digital CMOS process. Chip area is 0.35 mm2 and power consumption is 300 mW ,Govert Geelen,,,,,,,,,3981071.706,0.669391487,184.7289094
ISSCC,2001,NQ,Pipe,0.18,2.5,57.1,1800,50000000,100000000,3068.998418,141.556975,A 10b 100Msample/s CMOS pipelined ADC with 1.8V power supply,"Summary form only given. A 100 MHz ADC for low-power applications uses a 0.18 ?m digital CMOS process. The design achieves 9.4 ENOB for a 50 MHz input at full sampling rate, and consumes a total of 180 mW with 2.5 mm2 core in a single 1.8 V power supply ","Yong-In Park, S. Karthikeyan, Frank Tsay, and Eduardo Bartolome",,,,,,,,,5011872.336,0.669407364,184.7095714
ISSCC,2001,NQ,Two-Step,0.25,1,67,5460,27000000,54000000,2986.09202,146.6154175,A 2.5V 12b 54 Msample/s 0.25 µm CMOS ADC in 1 mm²,Summary form only given. Background digital offset extraction and analog compensation remove offset of the critical analog components. The calibrated two-step ADC achieves -70 dB THD in the Nyquist band with a 2.5 V supply. The ADC in 0.25 ?m CMOS measures 1.0 mm2 and dissipates 295 mW ,"Hendrik van der Ploeg, Gian Hoogzaad, Henk A. H. Termeer, Maarten Vertregt, and Raf L. J. Roovers,",,,,,,,,,6309573.445,0.669432525,184.679271
